timeOpen,timeClose,timeHigh,timeLow,name,open,high,low,close,volume,marketCap,timestamp
2012-12-31T00:00:00.000Z,2012-12-31T23:59:59.999Z,2012-12-31T01:43:00.000Z,2012-12-31T20:38:00.000Z,2781,13.48373286,16.58882814,12.69813116,13.5285789,14997.91,143588517.4,2012-12-31T23:59:59.999Z
2012-12-30T00:00:00.000Z,2012-12-30T23:59:59.999Z,2012-12-30T02:29:00.000Z,2012-12-30T23:40:00.000Z,2781,13.51949475,17.76348897,12.96511768,13.47902821,11767.98,143009512.7,2012-12-30T23:59:59.999Z
2012-12-29T00:00:00.000Z,2012-12-29T23:59:59.999Z,2012-12-29T01:33:00.000Z,2012-12-29T07:55:00.000Z,2781,13.48735272,14.79275652,11.93067063,13.48775761,26202.72,143046296,2012-12-29T23:59:59.999Z
2012-12-28T00:00:00.000Z,2012-12-28T23:59:59.999Z,2012-12-28T10:51:00.000Z,2012-12-28T21:29:00.000Z,2781,13.4201676,14.33707756,12.01139091,13.48663497,23731.55,142985500.6,2012-12-28T23:59:59.999Z
2012-12-27T00:00:00.000Z,2012-12-27T23:59:59.999Z,2012-12-27T01:21:00.000Z,2012-12-27T12:47:00.000Z,2781,13.4781539,15.61400417,12.04135366,13.42095444,19795.46,142232031.8,2012-12-27T23:59:59.999Z
2012-12-26T00:00:00.000Z,2012-12-26T23:59:59.999Z,2012-12-26T05:28:00.000Z,2012-12-26T00:32:00.000Z,2781,13.4479929,15.03065811,12.65433387,13.46452665,15888.84,142642115.4,2012-12-26T23:59:59.999Z
2012-12-25T00:00:00.000Z,2012-12-25T23:59:59.999Z,2012-12-25T13:02:00.000Z,2012-12-25T01:06:00.000Z,2781,13.44967673,14.19164252,11.15790111,13.43245768,13206.95,142250608.3,2012-12-25T23:59:59.999Z
2012-12-24T00:00:00.000Z,2012-12-24T23:59:59.999Z,2012-12-24T08:48:00.000Z,2012-12-24T00:48:00.000Z,2781,13.31775733,15.13025849,12.5563232,13.46215001,16716.15,142523235.3,2012-12-24T23:59:59.999Z
2012-12-23T00:00:00.000Z,2012-12-23T23:59:59.999Z,2012-12-23T02:12:00.000Z,2012-12-23T12:37:00.000Z,2781,13.65280902,16.811331,13.29116991,13.31638151,23881.86,140935768.6,2012-12-23T23:59:59.999Z
2012-12-22T00:00:00.000Z,2012-12-22T23:59:59.999Z,2012-12-22T22:43:00.000Z,2012-12-22T05:51:00.000Z,2781,13.51293895,14.20184287,11.28900038,13.5445149,14795.17,143309348.3,2012-12-22T23:59:59.999Z
