timeOpen,timeClose,timeHigh,timeLow,name,open,high,low,close,volume,marketCap,timestamp
2011-12-31T00:00:00.000Z,2011-12-31T23:59:59.999Z,2011-12-31T01:57:00.000Z,2011-12-31T00:00:00.000Z,2781,4.32073042,5.41935146,4.32073042,4.6107165,129201.71,36891380.13,2011-12-31T23:59:59.999Z
2011-12-30T00:00:00.000Z,2011-12-30T23:59:59.999Z,2011-12-30T15:22:00.000Z,2011-12-30T02:48:00.000Z,2781,4.17119927,4.48533209,3.50330615,4.31536286,41133.81,34494682.21,2011-12-30T23:59:59.999Z
2011-12-29T00:00:00.000Z,2011-12-29T23:59:59.999Z,2011-12-29T02:29:00.000Z,2011-12-29T18:11:00.000Z,2781,4.18252014,5.12420997,3.88301244,4.17361546,53129.25,33332736.39,2011-12-29T23:59:59.999Z
2011-12-28T00:00:00.000Z,2011-12-28T23:59:59.999Z,2011-12-28T08:04:00.000Z,2011-12-28T00:26:00.000Z,2781,4.14726987,4.8067394,3.88012001,4.18170397,33691.1,33368638.63,2011-12-28T23:59:59.999Z
2011-12-27T00:00:00.000Z,2011-12-27T23:59:59.999Z,2011-12-27T22:21:00.000Z,2011-12-27T05:10:00.000Z,2781,4.27891018,4.4664128,3.45605786,4.14707703,30238.79,33060100.66,2011-12-27T23:59:59.999Z
2011-12-26T00:00:00.000Z,2011-12-26T23:59:59.999Z,2011-12-26T17:30:00.000Z,2011-12-26T00:30:00.000Z,2781,4.10132225,4.86421233,3.9771011,4.28165578,89000.14,34101943.23,2011-12-26T23:59:59.999Z
2011-12-25T00:00:00.000Z,2011-12-25T23:59:59.999Z,2011-12-25T01:33:00.000Z,2011-12-25T22:15:00.000Z,2781,3.9532774,4.81274929,3.81690542,4.10117668,80792.3,32628132.89,2011-12-25T23:59:59.999Z
2011-12-24T00:00:00.000Z,2011-12-24T23:59:59.999Z,2011-12-24T01:57:00.000Z,2011-12-24T00:24:00.000Z,2781,3.98509466,4.80682043,3.8447479,3.94730687,14902.36,31369362.83,2011-12-24T23:59:59.999Z
2011-12-23T00:00:00.000Z,2011-12-23T23:59:59.999Z,2011-12-23T07:29:00.000Z,2011-12-23T00:47:00.000Z,2781,4.05806214,4.90064349,3.84156365,3.97840639,20446.69,31588049.44,2011-12-23T23:59:59.999Z
2011-12-22T00:00:00.000Z,2011-12-22T23:59:59.999Z,2011-12-22T00:30:00.000Z,2011-12-22T02:27:00.000Z,2781,4.1772704,4.23539765,3.34833818,4.05652378,57332.52,32178856.6,2011-12-22T23:59:59.999Z
2011-12-21T00:00:00.000Z,2011-12-21T23:59:59.999Z,2011-12-21T07:05:00.000Z,2011-12-21T00:33:00.000Z,2781,3.91429352,4.80019279,3.73464238,4.18899088,48668.42,33198581.8,2011-12-21T23:59:59.999Z
2011-12-20T00:00:00.000Z,2011-12-20T23:59:59.999Z,2011-12-20T13:59:00.000Z,2011-12-20T00:29:00.000Z,2781,3.48726247,4.15628018,3.42825415,3.91297942,185906.55,30982636.82,2011-12-20T23:59:59.999Z
2011-12-19T00:00:00.000Z,2011-12-19T23:59:59.999Z,2011-12-19T02:10:00.000Z,2011-12-19T00:21:00.000Z,2781,3.21737988,4.34084586,3.11915113,3.48107576,139690.52,27539544.58,2011-12-19T23:59:59.999Z
2011-12-18T00:00:00.000Z,2011-12-18T23:59:59.999Z,2011-12-18T00:23:00.000Z,2011-12-18T14:52:00.000Z,2781,3.21244558,3.40410131,2.68121671,3.21728835,10807.61,25427114.59,2011-12-18T23:59:59.999Z
2011-12-17T00:00:00.000Z,2011-12-17T23:59:59.999Z,2011-12-17T01:50:00.000Z,2011-12-17T15:22:00.000Z,2781,3.21281985,3.88636089,3.01655431,3.21996728,16450.98,25425103.15,2011-12-17T23:59:59.999Z
2011-12-16T00:00:00.000Z,2011-12-16T23:59:59.999Z,2011-12-16T00:00:00.000Z,2011-12-16T12:49:00.000Z,2781,3.24503792,3.24503792,2.67733229,3.2,29906.28,25243440,2011-12-16T23:59:59.999Z
2011-12-15T00:00:00.000Z,2011-12-15T23:59:59.999Z,2011-12-15T01:48:00.000Z,2011-12-15T17:01:00.000Z,2781,3.21151236,3.66372222,3.135316,3.2484044,30063.8,25606116.16,2011-12-15T23:59:59.999Z
2011-12-14T00:00:00.000Z,2011-12-14T23:59:59.999Z,2011-12-14T13:27:00.000Z,2011-12-14T01:45:00.000Z,2781,3.26914225,3.54342142,3.00400987,3.21045307,72576.12,25288979.62,2011-12-14T23:59:59.999Z
2011-12-13T00:00:00.000Z,2011-12-13T23:59:59.999Z,2011-12-13T00:28:00.000Z,2011-12-13T02:07:00.000Z,2781,3.28709933,3.34649652,2.65182007,3.27000021,32652.12,25733021.41,2011-12-13T23:59:59.999Z
