timeOpen,timeClose,timeHigh,timeLow,name,open,high,low,close,volume,marketCap,timestamp
2020-12-31T00:00:00.000Z,2020-12-31T23:59:59.999Z,2020-12-31T00:23:36.000Z,2020-12-31T14:34:43.000Z,2781,28841.57376,29244.87669,28201.99199,29001.71982,46754964848,5.39051E+11,2020-12-31T23:59:59.999Z
2020-12-30T00:00:00.000Z,2020-12-30T23:59:59.999Z,2020-12-30T21:46:44.000Z,2020-12-30T00:00:43.000Z,2781,27360.08971,28937.74,27360.08971,28840.95342,51287442704,5.36034E+11,2020-12-30T23:59:59.999Z
2020-12-29T00:00:00.000Z,2020-12-29T23:59:59.999Z,2020-12-29T23:56:30.000Z,2020-12-29T05:28:41.000Z,2781,27081.80973,27370.72008,25987.29807,27362.43656,45265946774,5.08524E+11,2020-12-29T23:59:59.999Z
2020-12-28T00:00:00.000Z,2020-12-28T23:59:59.999Z,2020-12-28T13:31:40.000Z,2020-12-28T00:05:41.000Z,2781,26280.82142,27389.11206,26207.63993,27084.80789,49056742893,5.03339E+11,2020-12-28T23:59:59.999Z
2020-12-27T00:00:00.000Z,2020-12-27T23:59:59.999Z,2020-12-27T11:19:41.000Z,2020-12-27T21:22:41.000Z,2781,26439.37329,28288.84002,25922.76976,26272.29457,66479895605,4.88213E+11,2020-12-27T23:59:59.999Z
2020-12-26T00:00:00.000Z,2020-12-26T23:59:59.999Z,2020-12-26T21:46:49.000Z,2020-12-26T01:22:40.000Z,2781,24677.01606,26718.07089,24522.68948,26437.03751,48332647295,4.91251E+11,2020-12-26T23:59:59.999Z
2020-12-25T00:00:00.000Z,2020-12-25T23:59:59.999Z,2020-12-25T23:49:40.000Z,2020-12-25T03:04:40.000Z,2781,23733.56955,24710.10156,23463.67427,24664.79027,42068395846,4.58297E+11,2020-12-25T23:59:59.999Z
2020-12-24T00:00:00.000Z,2020-12-24T23:59:59.999Z,2020-12-24T23:53:40.000Z,2020-12-24T03:16:35.000Z,2781,23240.20362,23768.33854,22777.59681,23735.94973,41080759713,4.41017E+11,2020-12-24T23:59:59.999Z
2020-12-23T00:00:00.000Z,2020-12-23T23:59:59.999Z,2020-12-23T13:22:41.000Z,2020-12-23T22:26:27.000Z,2781,23781.97439,24024.48959,22802.6457,23241.34487,51146161904,4.31809E+11,2020-12-23T23:59:59.999Z
2020-12-22T00:00:00.000Z,2020-12-22T23:59:59.999Z,2020-12-22T23:56:47.000Z,2020-12-22T08:30:49.000Z,2781,22794.0396,23789.90284,22430.60469,23783.0285,44171632681,4.41851E+11,2020-12-22T23:59:59.999Z
2020-12-21T00:00:00.000Z,2020-12-21T23:59:59.999Z,2020-12-21T04:20:46.000Z,2020-12-21T12:47:42.000Z,2781,23474.45541,24059.98231,22159.36806,22803.08141,45852713981,4.23625E+11,2020-12-21T23:59:59.999Z
2020-12-20T00:00:00.000Z,2020-12-20T23:59:59.999Z,2020-12-20T20:46:45.000Z,2020-12-20T04:25:46.000Z,2781,23861.76574,24209.65989,23147.71103,23477.2952,37844228422,4.36129E+11,2020-12-20T23:59:59.999Z
2020-12-19T00:00:00.000Z,2020-12-19T23:59:59.999Z,2020-12-19T17:07:39.000Z,2020-12-19T08:07:39.000Z,2781,23132.86512,24085.85537,22826.47217,23869.83196,38487546580,4.43399E+11,2020-12-19T23:59:59.999Z
2020-12-18T00:00:00.000Z,2020-12-18T23:59:59.999Z,2020-12-18T08:38:41.000Z,2020-12-18T15:16:44.000Z,2781,22806.79637,23238.60062,22399.8128,23137.96056,40387896275,4.29781E+11,2020-12-18T23:59:59.999Z
2020-12-17T00:00:00.000Z,2020-12-17T23:59:59.999Z,2020-12-17T17:11:47.000Z,2020-12-17T00:31:42.000Z,2781,21308.3514,23642.66011,21234.67653,22805.16149,71378606374,4.23577E+11,2020-12-17T23:59:59.999Z
2020-12-16T00:00:00.000Z,2020-12-16T23:59:59.999Z,2020-12-16T23:19:41.000Z,2020-12-16T00:31:39.000Z,2781,19418.8184,21458.9079,19298.31728,21310.59813,44409011479,3.958E+11,2020-12-16T23:59:59.999Z
2020-12-15T00:00:00.000Z,2020-12-15T23:59:59.999Z,2020-12-15T20:08:41.000Z,2020-12-15T05:19:41.000Z,2781,19246.91998,19525.00759,19079.84238,19417.07603,26741982542,3.60615E+11,2020-12-15T23:59:59.999Z
2020-12-14T00:00:00.000Z,2020-12-14T23:59:59.999Z,2020-12-14T23:21:27.000Z,2020-12-14T01:04:41.000Z,2781,19144.49246,19305.10044,19012.70941,19246.64434,22473997681,3.57433E+11,2020-12-14T23:59:59.999Z
2020-12-13T00:00:00.000Z,2020-12-13T23:59:59.999Z,2020-12-13T13:07:39.000Z,2020-12-13T00:40:43.000Z,2781,18806.76648,19381.53577,18734.33289,19142.38253,25450468637,3.55479E+11,2020-12-13T23:59:59.999Z
2020-12-12T00:00:00.000Z,2020-12-12T23:59:59.999Z,2020-12-12T22:43:39.000Z,2020-12-12T00:01:41.000Z,2781,18051.31999,18919.55123,18046.04072,18803.65687,21752580802,3.49171E+11,2020-12-12T23:59:59.999Z
2020-12-11T00:00:00.000Z,2020-12-11T23:59:59.999Z,2020-12-11T00:04:41.000Z,2020-12-11T11:40:53.000Z,2781,18263.92925,18268.45284,17619.53239,18058.90335,27919640985,3.35326E+11,2020-12-11T23:59:59.999Z
2020-12-10T00:00:00.000Z,2020-12-10T23:59:59.999Z,2020-12-10T00:00:44.000Z,2020-12-10T15:16:40.000Z,2781,18553.29973,18553.29973,17957.06521,18264.99211,25547132265,3.39137E+11,2020-12-10T23:59:59.999Z
2020-12-09T00:00:00.000Z,2020-12-09T23:59:59.999Z,2020-12-09T23:23:41.000Z,2020-12-09T07:55:58.000Z,2781,18320.88478,18626.29265,17935.54782,18553.91538,34420373071,3.44486E+11,2020-12-09T23:59:59.999Z
2020-12-08T00:00:00.000Z,2020-12-08T23:59:59.999Z,2020-12-08T06:01:41.000Z,2020-12-08T23:16:51.000Z,2781,19191.52946,19283.47834,18269.94544,18321.14492,31692288756,3.40149E+11,2020-12-08T23:59:59.999Z
2020-12-07T00:00:00.000Z,2020-12-07T23:59:59.999Z,2020-12-07T00:05:42.000Z,2020-12-07T18:49:41.000Z,2781,19343.1288,19411.82768,18931.14292,19191.63129,26896357742,3.56293E+11,2020-12-07T23:59:59.999Z
2020-12-06T00:00:00.000Z,2020-12-06T23:59:59.999Z,2020-12-06T23:24:42.000Z,2020-12-06T13:49:41.000Z,2781,19154.18059,19390.4999,18897.89407,19345.12096,25293775714,3.59124E+11,2020-12-06T23:59:59.999Z
2020-12-05T00:00:00.000Z,2020-12-05T23:59:59.999Z,2020-12-05T09:03:42.000Z,2020-12-05T00:12:42.000Z,2781,18698.38528,19160.44926,18590.19368,19154.23113,27242455064,3.55564E+11,2020-12-05T23:59:59.999Z
2020-12-04T00:00:00.000Z,2020-12-04T23:59:59.999Z,2020-12-04T00:40:44.000Z,2020-12-04T23:51:49.000Z,2781,19446.96642,19511.40471,18697.19291,18699.76561,33872388058,3.47111E+11,2020-12-04T23:59:59.999Z
2020-12-03T00:00:00.000Z,2020-12-03T23:59:59.999Z,2020-12-03T16:04:40.000Z,2020-12-03T05:48:40.000Z,2781,19205.9254,19566.19188,18925.78443,19445.39848,31930317405,3.60934E+11,2020-12-03T23:59:59.999Z
2020-12-02T00:00:00.000Z,2020-12-02T23:59:59.999Z,2020-12-02T08:31:41.000Z,2020-12-02T04:31:40.000Z,2781,18801.74359,19308.33066,18347.71784,19201.09116,37387697139,3.56381E+11,2020-12-02T23:59:59.999Z
2020-12-01T00:00:00.000Z,2020-12-01T23:59:59.999Z,2020-12-01T11:17:41.000Z,2020-12-01T13:16:42.000Z,2781,19633.77045,19845.97548,18321.92093,18802.9983,49633658712,3.48977E+11,2020-12-01T23:59:59.999Z
2020-11-30T00:00:00.000Z,2020-11-30T23:59:59.999Z,2020-11-30T15:18:39.000Z,2020-11-30T00:00:41.000Z,2781,18178.32212,19749.26369,18178.32212,19625.83503,47728480399,3.6423E+11,2020-11-30T23:59:59.999Z
2020-11-29T00:00:00.000Z,2020-11-29T23:59:59.999Z,2020-11-29T21:36:12.000Z,2020-11-29T01:43:41.000Z,2781,17719.63461,18283.62817,17559.11762,18177.48342,31133957704,3.37337E+11,2020-11-29T23:59:59.999Z
2020-11-28T00:00:00.000Z,2020-11-28T23:59:59.999Z,2020-11-28T20:12:40.000Z,2020-11-28T09:03:40.000Z,2781,17112.93424,17853.93919,16910.65271,17717.41501,32601040734,3.28783E+11,2020-11-28T23:59:59.999Z
2020-11-27T00:00:00.000Z,2020-11-27T23:59:59.999Z,2020-11-27T01:20:44.000Z,2020-11-27T16:01:41.000Z,2781,17153.91312,17445.02429,16526.42353,17108.40173,38886494645,3.17464E+11,2020-11-27T23:59:59.999Z
2020-11-26T00:00:00.000Z,2020-11-26T23:59:59.999Z,2020-11-26T00:40:34.000Z,2020-11-26T17:28:41.000Z,2781,18729.84059,18866.28613,16351.03485,17150.62358,61396835737,3.18232E+11,2020-11-26T23:59:59.999Z
2020-11-25T00:00:00.000Z,2020-11-25T23:59:59.999Z,2020-11-25T13:50:42.000Z,2020-11-25T23:22:33.000Z,2781,19104.40961,19390.96556,18581.14653,18732.12078,43710357371,3.47559E+11,2020-11-25T23:59:59.999Z
2020-11-24T00:00:00.000Z,2020-11-24T23:59:59.999Z,2020-11-24T16:16:33.000Z,2020-11-24T06:10:48.000Z,2781,18365.01469,19348.27096,18128.65617,19107.46445,51469565009,3.54504E+11,2020-11-24T23:59:59.999Z
2020-11-23T00:00:00.000Z,2020-11-23T23:59:59.999Z,2020-11-23T10:54:37.000Z,2020-11-23T01:07:37.000Z,2781,18370.01734,18711.42673,18000.79611,18364.12159,42741112308,3.40698E+11,2020-11-23T23:59:59.999Z
2020-11-22T00:00:00.000Z,2020-11-22T23:59:59.999Z,2020-11-22T00:21:36.000Z,2020-11-22T11:57:36.000Z,2781,18642.23299,18688.96913,17671.38483,18370.00252,41280434226,3.4079E+11,2020-11-22T23:59:59.999Z
2020-11-21T00:00:00.000Z,2020-11-21T23:59:59.999Z,2020-11-21T02:28:36.000Z,2020-11-21T12:04:35.000Z,2781,18621.31588,18936.62069,18444.35892,18642.23277,39650210707,3.45819E+11,2020-11-21T23:59:59.999Z
2020-11-20T00:00:00.000Z,2020-11-20T23:59:59.999Z,2020-11-20T16:16:36.000Z,2020-11-20T01:01:35.000Z,2781,17817.08366,18773.22751,17765.79577,18621.31437,36992873940,3.45412E+11,2020-11-20T23:59:59.999Z
2020-11-19T00:00:00.000Z,2020-11-19T23:59:59.999Z,2020-11-19T15:23:36.000Z,2020-11-19T09:57:34.000Z,2781,17803.86175,18119.54785,17382.55399,17817.09025,36985055355,3.30475E+11,2020-11-19T23:59:59.999Z
2020-11-18T00:00:00.000Z,2020-11-18T23:59:59.999Z,2020-11-18T04:55:35.000Z,2020-11-18T15:25:48.000Z,2781,17645.19047,18393.94915,17352.90661,17804.00563,49064800278,3.30218E+11,2020-11-18T23:59:59.999Z
2020-11-17T00:00:00.000Z,2020-11-17T23:59:59.999Z,2020-11-17T18:03:36.000Z,2020-11-17T04:02:33.000Z,2781,16685.69093,17782.92055,16564.54499,17645.40577,39006849170,3.27257E+11,2020-11-17T23:59:59.999Z
2020-11-16T00:00:00.000Z,2020-11-16T23:59:59.999Z,2020-11-16T21:14:36.000Z,2020-11-16T00:34:40.000Z,2781,15955.57698,16816.18145,15880.70568,16716.11132,31526766675,3.09889E+11,2020-11-16T23:59:59.999Z
2020-11-15T00:00:00.000Z,2020-11-15T23:59:59.999Z,2020-11-15T08:34:38.000Z,2020-11-15T22:22:36.000Z,2781,16068.13999,16123.11046,15793.53392,15955.58744,23653867583,2.95791E+11,2020-11-15T23:59:59.999Z
2020-11-14T00:00:00.000Z,2020-11-14T23:59:59.999Z,2020-11-14T00:00:40.000Z,2020-11-14T17:19:39.000Z,2781,16317.80834,16317.80834,15749.19297,16068.13871,27481710135,2.97877E+11,2020-11-14T23:59:59.999Z
2020-11-13T00:00:00.000Z,2020-11-13T23:59:59.999Z,2020-11-13T02:09:37.000Z,2020-11-13T16:32:40.000Z,2781,16276.44048,16463.17784,15992.1528,16317.80819,31599492172,3.02506E+11,2020-11-13T23:59:59.999Z
2020-11-12T00:00:00.000Z,2020-11-12T23:59:59.999Z,2020-11-12T23:48:39.000Z,2020-11-12T00:18:42.000Z,2781,15701.29907,16305.00423,15534.77181,16276.34395,34175758344,3.01737E+11,2020-11-12T23:59:59.999Z
2020-11-11T00:00:00.000Z,2020-11-11T23:59:59.999Z,2020-11-11T18:35:56.000Z,2020-11-11T00:12:40.000Z,2781,15290.90879,15916.26081,15290.00682,15701.33973,29772374934,2.91077E+11,2020-11-11T23:59:59.999Z
2020-11-10T00:00:00.000Z,2020-11-10T23:59:59.999Z,2020-11-10T08:54:41.000Z,2020-11-10T15:33:40.000Z,2781,15332.35037,15450.32935,15124.95989,15290.90268,25574938143,2.83468E+11,2020-11-10T23:59:59.999Z
2020-11-09T00:00:00.000Z,2020-11-09T23:59:59.999Z,2020-11-09T12:01:42.000Z,2020-11-09T16:17:41.000Z,2781,15479.59572,15785.13687,14865.52928,15332.3156,34149115566,2.84236E+11,2020-11-09T23:59:59.999Z
2020-11-08T00:00:00.000Z,2020-11-08T23:59:59.999Z,2020-11-08T18:07:37.000Z,2020-11-08T00:19:40.000Z,2781,14833.75408,15637.32034,14744.1099,15479.56704,26632075029,2.86955E+11,2020-11-08T23:59:59.999Z
2020-11-07T00:00:00.000Z,2020-11-07T23:59:59.999Z,2020-11-07T01:49:39.000Z,2020-11-07T20:10:59.000Z,2781,15565.88058,15737.09557,14423.20291,14833.75411,35024953706,2.7497E+11,2020-11-07T23:59:59.999Z
2020-11-06T00:00:00.000Z,2020-11-06T23:59:59.999Z,2020-11-06T01:16:38.000Z,2020-11-06T20:22:44.000Z,2781,15579.72924,15903.43798,15226.83939,15565.88058,39837841971,2.88527E+11,2020-11-06T23:59:59.999Z
2020-11-05T00:00:00.000Z,2020-11-05T23:59:59.999Z,2020-11-05T23:18:40.000Z,2020-11-05T00:44:41.000Z,2781,14133.73388,15706.40446,14102.08909,15579.84846,40856321439,2.88772E+11,2020-11-05T23:59:59.999Z
2020-11-04T00:00:00.000Z,2020-11-04T23:59:59.999Z,2020-11-04T17:29:39.000Z,2020-11-04T07:59:45.000Z,2781,13950.48791,14218.76647,13580.47207,14133.70715,35116364962,2.61954E+11,2020-11-04T23:59:59.999Z
2020-11-03T00:00:00.000Z,2020-11-03T23:59:59.999Z,2020-11-03T23:32:50.000Z,2020-11-03T03:17:44.000Z,2781,13550.45088,13984.98193,13325.44138,13950.30085,29869951617,2.58541E+11,2020-11-03T23:59:59.999Z
2020-11-02T00:00:00.000Z,2020-11-02T23:59:59.999Z,2020-11-02T00:44:40.000Z,2020-11-02T12:46:48.000Z,2781,13737.03221,13808.32287,13243.15987,13550.48938,30771455468,2.5112E+11,2020-11-02T23:59:59.999Z
2020-11-01T00:00:00.000Z,2020-11-01T23:59:59.999Z,2020-11-01T00:13:42.000Z,2020-11-01T04:19:39.000Z,2781,13780.99481,13862.03363,13628.37822,13737.10983,24453857900,2.5457E+11,2020-11-01T23:59:59.999Z
2020-10-31T00:00:00.000Z,2020-10-31T23:59:59.999Z,2020-10-31T10:07:43.000Z,2020-10-31T04:07:39.000Z,2781,13546.53265,14028.21429,13457.52983,13780.9947,30306464719,2.55372E+11,2020-10-31T23:59:59.999Z
2020-10-30T00:00:00.000Z,2020-10-30T23:59:59.999Z,2020-10-30T20:51:39.000Z,2020-10-30T07:29:41.000Z,2781,13437.87354,13651.51627,13136.19869,13546.52227,30581485201,2.51018E+11,2020-10-30T23:59:59.999Z
2020-10-29T00:00:00.000Z,2020-10-29T23:59:59.999Z,2020-10-29T17:46:40.000Z,2020-10-29T12:32:42.000Z,2781,13271.29898,13612.04802,12980.05928,13437.88324,56499499598,2.48995E+11,2020-10-29T23:59:59.999Z
2020-10-28T00:00:00.000Z,2020-10-28T23:59:59.999Z,2020-10-28T02:52:44.000Z,2020-10-28T14:20:55.000Z,2781,13654.21446,13837.69545,12932.25058,13271.28537,35867318895,2.459E+11,2020-10-28T23:59:59.999Z
2020-10-27T00:00:00.000Z,2020-10-27T23:59:59.999Z,2020-10-27T23:07:48.000Z,2020-10-27T00:04:43.000Z,2781,13075.24249,13759.66873,13060.83804,13654.21844,33749878156,2.52986E+11,2020-10-27T23:59:59.999Z
2020-10-26T00:00:00.000Z,2020-10-26T23:59:59.999Z,2020-10-26T14:51:47.000Z,2020-10-26T17:38:42.000Z,2781,13031.20125,13225.29776,12822.38233,13075.2477,29461458313,2.42251E+11,2020-10-26T23:59:59.999Z
